E.3.2	001	국가표준 : KSB8141-주택난방시스템의 난방 효율 측정 방법-가정용 가스보일러 유사도 : 62.2% 국가표준 : KSC9306-에어컨디셔너 유사도 : 61.1% 국가표준 : KSCIEC60335-2-61-가정용 및 이와 유사한 전기기기의 안전성 ─ 제2-61부: 축열식 실내용 난방기의 개별 요구사항 유사도 : 60.2% 국가표준 : KSB8132-2-온수를 공급하는 가정용 가스연소기기 ─ 가스소비량 70 kW 이하 및 온수저장용량 300 L 이하의 기기 ─ 2부: 에너지소비량 평가방법 유사도 : 59.7% 국가표준 : KSCIEC60335-2-40-가정용 및 이와 유사한 전기기기의 안전성 — 제2-40부: 히트펌프, 에어컨디셔너 및 제습기의 개별 요구사항 유사도 : 59.1% 국가표준 : KSC9317-전기 제습기 유사도 : 58.5% 국가표준 : KSB8910-가스 온수 보일러 전기소비량 측정 방법 유사도 : 58.3% 국가표준 : KSB8019-기름 온풍 난방기 유사도 : 57.5% 난방 기간 총 난방량 합계
E.3.2	002	유사도 : 62.2% 국가표준 : KSC9306-에어컨디셔너 유사도 : 61.1% 국가표준 : KSCIEC60335-2-61-가정용 및 이와 유사한 전기기기의 안전성 ─ 제2-61부: 축열식 실내용 난방기의 개별 요구사항 유사도 : 60.2% 국가표준 : KSB8132-2-온수를 공급하는 가정용 가스연소기기 ─ 가스소비량 70 kW 이하 및 온수저장용량 300 L 이하의 기기 ─ 2부: 에너지소비량 평가방법 유사도 : 59.7% 국가표준 : KSCIEC60335-2-40-가정용 및 이와 유사한 전기기기의 안전성 — 제2-40부: 히트펌프, 에어컨디셔너 및 제습기의 개별 요구사항 유사도 : 59.1% 국가표준 : KSC9317-전기 제습기 유사도 : 58.5% 국가표준 : KSB8910-가스 온수 보일러 전기소비량 측정 방법 유사도 : 58.3% 국가표준 : KSB8019-기름 온풍 난방기 유사도 : 57.5% 난방 기간 총 난방량 합계 (E.2.1) 난방 기간 총 난방 소비 전력량 합계
E.3.2	003	KSC9306-에어컨디셔너 유사도 : 61.1% 국가표준 : KSCIEC60335-2-61-가정용 및 이와 유사한 전기기기의 안전성 ─ 제2-61부: 축열식 실내용 난방기의 개별 요구사항 유사도 : 60.2% 국가표준 : KSB8132-2-온수를 공급하는 가정용 가스연소기기 ─ 가스소비량 70 kW 이하 및 온수저장용량 300 L 이하의 기기 ─ 2부: 에너지소비량 평가방법 유사도 : 59.7% 국가표준 : KSCIEC60335-2-40-가정용 및 이와 유사한 전기기기의 안전성 — 제2-40부: 히트펌프, 에어컨디셔너 및 제습기의 개별 요구사항 유사도 : 59.1% 국가표준 : KSC9317-전기 제습기 유사도 : 58.5% 국가표준 : KSB8910-가스 온수 보일러 전기소비량 측정 방법 유사도 : 58.3% 국가표준 : KSB8019-기름 온풍 난방기 유사도 : 57.5% 난방 기간 총 난방량 합계 (E.2.1) 난방 기간 총 난방 소비 전력량 합계 (E.2.2) 난방 기간 에너지 소비 효율
E.3.2	004	h ( t j ) ：온도 t j 에서의 건물 난방 부하 n j ：난방 기간 중 난방을 필요로 하는 각 온도의 발생 시간으로, 표 E.4에서 구한다. j ：온도 구분은 1, 2, 3,......., 31로 한다. X ( t j ) ：온도 t j 에서의 건물 부하와 난방 능력의 비
E.3.2	005	유사도 : 68.9% 국가표준 : KSCIEC60335-2-61-가정용 및 이와 유사한 전기기기의 안전성 ─ 제2-61부: 축열식 실내용 난방기의 개별 요구사항 유사도 : 67.9% 국가표준 : KSCIEC60335-2-96-가정용 및 이와 유사한 전기기기의 안전성 — 제2-96부: 방 난방용 면상발열체의 개별 요구사항 유사도 : 66.9% 국가표준 : KSB8294-물-공기 지열원 멀티형 열펌프 유닛 유사도 : 65.9% 국가표준 : KSCIEC62552-3-가정용 냉장기기 — 특성 및 시험방법 — 제3부: 에너지 소비량과 용량 유사도 : 63.9% 국가표준 : KSCIEC60531-가정용 및 이와 유사한 축열식 난방기의 성능 측정 방법 유사도 : 62.9% 국가표준 : KSFISO2103-주거용 및 공공 건축물의 사용과 점유로 인한 하중 유사도 : 62.7% 국가표준 : KSM3357-냉ㆍ온수 설비용 플라스틱 배관 시스템 — 가교화 폴리에틸렌(PE-X) 관 유사도 : 62.4% 국가표준 : KSCIEC60335-2-73-가정용 및 이와 유사한 전기기기의 안전성 ─ 제2-73부: 고정 투입식 전열기의 개별 요구사항 유사도 : 62.0%
E.3.2	006	KSCIEC60335-2-83-가정용 및 이와 유사한 전기기기의 안전성 ― 제2-83부: 지붕 배수장치에 관한 개별 요구사항 유사도 : 55.5% 국가표준 : KSCIEC60531-가정용 및 이와 유사한 축열식 난방기의 성능 측정 방법 유사도 : 55.4% 국가표준 : KSCIEC60364-7-753-저 전압 전기설비 — 제7–753부: 특수설비 또는 특수장소에 관한 요구사항 — 바닥과 천장의 난방시스템 유사도 : 55.1% 국가표준 : KSCIEC60335-2-81-가정용 및 이와 유사한 전기기기의 안전성 — 제2-81부: 발 보온기 및 발 보온 매트의 개별 요구사항 유사도 : 54.6% 국가표준 : KSCIEC60335-2-73-가정용 및 이와 유사한 전기기기의 안전성 ─ 제2-73부: 고정 투입식 전열기의 개별 요구사항 유사도 : 54.3% X ( t j )＝ BL h ( t j )/
E.3.2	007	국가표준 : KSCIEC60364-7-753-저 전압 전기설비 — 제7–753부: 특수설비 또는 특수장소에 관한 요구사항 — 바닥과 천장의 난방시스템 유사도 : 55.1% 국가표준 : KSCIEC60335-2-81-가정용 및 이와 유사한 전기기기의 안전성 — 제2-81부: 발 보온기 및 발 보온 매트의 개별 요구사항 유사도 : 54.6% 국가표준 : KSCIEC60335-2-73-가정용 및 이와 유사한 전기기기의 안전성 ─ 제2-73부: 고정 투입식 전열기의 개별 요구사항 유사도 : 54.3% X ( t j )＝ BL h ( t j )/ ( t j )(E.2.5) 다만
E.3.2	008	유사도 : 61.2% 국가표준 : KSCIEC60691-온도 퓨즈 ─ 요구사항 및 적용지침 유사도 : 61.2% 국가표준 : KSC9317-전기 제습기 유사도 : 60.9% 국가표준 : KSCIEC60730-2-15-가정용 및 이와 유사한 자동 제어 장치 — 제2-15부: 보일러용 플로트식, 전극식 수위 제어 장치의 개별 요구 사항 유사도 : 60.8% 국가표준 : KSCIEC60335-2-73-가정용 및 이와 유사한 전기기기의 안전성 ─ 제2-73부: 고정 투입식 전열기의 개별 요구사항 유사도 : 60.7% P RH ( t j )＝[ BL h ( t j )－
E.3.2	009	P RH ( t j )＝[ BL h ( t j )－ ( t j ) + P heater∙ f running ] n j (E.2.7) 다만
E.3.2.1	001	기기의 안전성 ― 제2-38부: 상업용 전기 그리들 및 그리들 그릴에 대한 개별 요구사항 유사도 : 53.3% 국가표준 : KSCIEC61300-2-48-광섬유 연결소자 및 수동 광부품의 기본 시험 및 측정절차 — 제2-48부: 온도와 습도 싸이클 시험 유사도 : 52.1% 국가표준 : KSCIEC60335-2-105-가정용 및 이와 유사한 전기기의 안전성 ― 제2-105부：다기능 샤워 캐비닛에 관한 개별 요구사항 유사도 : 52.0% 국가표준 : KSCIEC60335-2-40-가정용 및 이와 유사한 전기기기의 안전성 — 제2-40부: 히트펌프, 에어컨디셔너 및 제습기의 개별 요구사항 유사도 : 51.8% 국가표준 : KSB5235-증기압식 지시 온도계 유사도 : 51.5% 국가표준 : KSCIEC60141-1-OF 및 가스압 케이블과 그 부속품에 대한 시험 — 제1부: 500 kV 이하의 교류 전압용 OF, 종이 또는 폴리프로필렌 종이 적층 절연, 금속 시스 케이블 및 그 부속품 유사도 : 51.4% 국가표준 : KSCIEC60335-2-24-가정용 및 이와 유사한 전기기기의 안전성-제2-24부 : 전기 냉장고, 아이스크림 기기 및 제빙기의 개별 요구사항 유사도 : 51.2% 국가표준 : KSCIEC60335-2-73-가정용 및 이와 유사한 전기기기의 안전성 ─ 제2-73부: 고정 투입식 전열기의 개별 요구사항 유사도 : 51.0%
E.3.2.1	002	KSCIEC60335-2-105-가정용 및 이와 유사한 전기기의 안전성 ― 제2-105부：다기능 샤워 캐비닛에 관한 개별 요구사항 유사도 : 52.0% 국가표준 : KSCIEC60335-2-40-가정용 및 이와 유사한 전기기기의 안전성 — 제2-40부: 히트펌프, 에어컨디셔너 및 제습기의 개별 요구사항 유사도 : 51.8% 국가표준 : KSB5235-증기압식 지시 온도계 유사도 : 51.5% 국가표준 : KSCIEC60141-1-OF 및 가스압 케이블과 그 부속품에 대한 시험 — 제1부: 500 kV 이하의 교류 전압용 OF, 종이 또는 폴리프로필렌 종이 적층 절연, 금속 시스 케이블 및 그 부속품 유사도 : 51.4% 국가표준 : KSCIEC60335-2-24-가정용 및 이와 유사한 전기기기의 안전성-제2-24부 : 전기 냉장고, 아이스크림 기기 및 제빙기의 개별 요구사항 유사도 : 51.2% 국가표준 : KSCIEC60335-2-73-가정용 및 이와 유사한 전기기기의 안전성 ─ 제2-73부: 고정 투입식 전열기의 개별 요구사항 유사도 : 51.0% ( t j )＝  hr (-7.0) +
